timestamp,Model,Data,Seed,struct_feats,lr,input_dim,hidden_dim,proj_dim,gconv_nlayers,loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,ari_score,sil_score
2026-05-09 00:19:16,labfrac_gbt_d_r0.01_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BarlowTwins,0.509748033291529,0.9450433312196151,0.6622722559620797,0.9987799670591104,0.98019792861123,0.9894017078125218,0.979448350459708,0.8258369818873008,0.9711786285158732,0.5603822292688729,0.0,0.0
2026-05-09 00:20:48,labfrac_gbt_d_r0.01_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BarlowTwins,0.5064964410801039,0.948381637402158,0.6603328914420385,0.998854616038192,0.9798851501015412,0.9892789563487082,0.9792139895438976,0.8248059238953733,0.970185545764211,0.5690284904480989,0.0,0.0
2026-05-09 00:22:20,labfrac_gbt_d_r0.01_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BarlowTwins,0.4975147117636976,0.9235337787676318,0.6466656765186395,0.9983085321765977,0.9797504668098754,0.9889424440034024,0.9785559762033532,0.8178040602610209,0.9622167947267974,0.5228696940528216,0.0,0.0
2026-05-09 00:23:52,labfrac_gbt_d_r0.01_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,BarlowTwins,0.5026442590198613,0.9039416675472894,0.6460481099656358,0.9978699073444844,0.9805110327725036,0.9891143142180552,0.9788782224625924,0.8175812120918455,0.9688300809702942,0.5476695488458642,0.0,0.0
2026-05-09 00:25:25,labfrac_gbt_d_r0.05_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BarlowTwins,0.5087151841868823,0.9830998958212755,0.6704823557274808,0.99962644656011,0.9794383011153256,0.9894294057016376,0.9795159200659572,0.8299558807145593,0.989063880721352,0.5826736055712664,0.0,0.0
2026-05-09 00:26:58,labfrac_gbt_d_r0.05_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BarlowTwins,0.5078817440961275,0.9818307267709292,0.6694632845885443,0.9995956235203788,0.9792573463042824,0.989321968425652,0.9793122570766756,0.8293926265070982,0.9872709462547182,0.6006133796424025,0.0,0.0
2026-05-09 00:28:30,labfrac_gbt_d_r0.05_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BarlowTwins,0.5099092645654251,0.9867159524084556,0.6723601873351962,0.9997057197838192,0.9794173170309792,0.9894575280847652,0.9795723567979272,0.8309088577099808,0.990309791759038,0.5983681550493356,0.0,0.0
2026-05-09 00:30:03,labfrac_gbt_d_r0.05_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,BarlowTwins,0.5109101868595539,0.9739170401011146,0.6702249634286166,0.9994193571490692,0.9796556453452948,0.9894388176945702,0.9795330964626436,0.8298318905615933,0.9871951972851032,0.5850900193571998,0.0,0.0
2026-05-09 00:31:36,labfrac_gbt_d_r0.10_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BarlowTwins,0.5097048657272002,0.994036816178377,0.6738729238070129,0.9998675153365398,0.9791955773678568,0.9894235838973994,0.9795116133983338,0.8316482538522061,0.9911861532511376,0.6031532158394471,0.0,0.0
2026-05-09 00:33:10,labfrac_gbt_d_r0.10_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BarlowTwins,0.5063265849760256,0.9908771015248272,0.6701926043457181,0.9997984091602876,0.9790936344586992,0.9893377067306528,0.9793432232632352,0.8297651555381855,0.9903082949704092,0.598694599007048,0.0,0.0
2026-05-09 00:34:44,labfrac_gbt_d_r0.10_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BarlowTwins,0.5089772576140444,0.993123134812508,0.6730270389096504,0.999847357264642,0.9791734241158436,0.9894024050854776,0.9794702059880636,0.8312147219975641,0.991040985843741,0.6152550612451985,0.0,0.0
2026-05-09 00:36:18,labfrac_gbt_d_r0.10_s2027,HOFINET_NODE_FEAT,2027,None,-1,-1,-1,32,-1,BarlowTwins,0.5130163368309204,0.9930582337061319,0.6765336953189999,0.9998444682542426,0.9793130686226109,0.9894722740429631,0.9796082306889641,0.8330029846809814,0.9911637581532091,0.6000579663541072,0.0,0.0
