hidden_dim,1,2,4,8,16,32
32,0.27992,0.23186,0.17475,0.11316,0.01811,0.00723
64,0.26269,0.17964,0.10582,0.18175,0.02676,0.00818
128,0.05459,0.29268,0.30905,0.08051,0.05652,0.03008
256,0.22923,0.13899,0.11555,0.05385,0.03255,0.00951
512,0.41807,0.17252,0.26174,0.05684,0.01992,0.03459
