timestamp,Model,Data,Seed,cen_feats,lr,input_dim,hidden_dim,gconv_nlayers,loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,ari_score,sil_score
2025-07-31 16:15:15,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,4,128,3,BarlowTwins,0.152,0.9047619047619048,0.2602739726027397,0.9982456140350876,0.914790996784566,0.9546979865771812,0.9146245059288538,0.6074859795899605,0.9662379421221864,0.4712359647441376,,
2025-07-31 16:20:47,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,4,256,3,BarlowTwins,0.1538461538461538,0.8421052631578947,0.2601626016260163,0.9974160206718348,0.9293739967897272,0.9621936019941836,0.9280632411067192,0.6111781018100999,0.9342738869646025,0.3519596138861804,,
2025-07-31 16:31:23,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,4,512,3,BarlowTwins,0.2063492063492063,0.5652173913043478,0.3023255813953488,0.9916805324459236,0.9597423510466988,0.9754500818330604,0.9525691699604744,0.6388878316142046,0.9280963383042778,0.4084468689970017,,
2025-07-31 16:33:48,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,8,128,3,BarlowTwins,0.1111111111111111,0.9411764705882352,0.1987577639751552,0.9991079393398752,0.8974358974358975,0.9455466441536512,0.8980237154150198,0.5721522040644033,0.97108314479638,0.4735976974283001,,
2025-07-31 16:40:32,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,8,256,3,BarlowTwins,0.1025641025641025,0.8421052631578947,0.1828571428571428,0.9972948602344456,0.8876404494382022,0.9392781316348195,0.8869565217391304,0.5610676372459812,0.9444538312072316,0.2494215806842965,,
2025-07-31 16:55:01,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,8,512,3,BarlowTwins,0.127906976744186,0.5238095238095238,0.205607476635514,0.991518235793045,0.939710610932476,0.9649195212546432,0.932806324110672,0.5852634989450786,0.8048920532843362,0.3042720620752281,,
2025-07-31 16:57:04,GBT_w_org,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,,-1.0,-1,-1,-1,BarlowTwins,0.1032608695652173,0.6551724137931034,0.1784037558685446,0.9907493061979648,0.866504854368932,0.9244712990936556,0.8616600790513834,0.5514375274811001,0.8048487891976341,0.261172087102028,,
2025-07-31 16:58:12,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,16,128,3,BarlowTwins,0.2424242424242424,0.8,0.372093023255814,0.9966638865721434,0.9598393574297188,0.9779050736497544,0.9573122529644268,0.6749990484527842,0.9784738955823292,0.4672292647966573,,
2025-07-31 17:04:20,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,16,256,3,BarlowTwins,0.208955223880597,0.7,0.3218390804597701,0.994991652754591,0.957429718875502,0.9758493655341792,0.9533596837944665,0.6488442229969746,0.9153413654618472,0.479885007376147,,
2025-07-31 17:14:43,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.005,16,512,3,BarlowTwins,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.9878640776699028,0.9878640776699028,0.9878640776699028,0.9762845849802372,0.735311349179779,0.9404084365584198,0.4019382686852735,,
2025-07-31 17:17:00,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,4,128,3,BarlowTwins,0.106060606060606,0.6666666666666666,0.1830065359477124,0.9938217122683142,0.905144694533762,0.9474127050904502,0.9011857707509882,0.5652096205190813,0.9285714285714284,0.3445172784989243,,
2025-07-31 17:22:33,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,4,256,3,BarlowTwins,0.0992907801418439,0.7368421052631579,0.175,0.9955516014234876,0.8980738362760835,0.9443037974683546,0.8956521739130435,0.5596518987341773,0.9417926839570836,0.3538869340334353,,
2025-07-31 17:33:17,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,4,512,3,BarlowTwins,0.1720430107526881,0.6956521739130435,0.2758620689655172,0.9940273037542662,0.9380032206119162,0.9652029826014912,0.933596837944664,0.6205325257835043,0.963908142547084,0.5093505705470588,,
2025-07-31 17:35:48,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,8,128,3,BarlowTwins,0.0971428571428571,1.0,0.1770833333333333,1.0,0.8733974358974359,0.932420872540633,0.8750988142292491,0.5547521029369832,0.9706589366515838,0.3375108637341359,,
2025-07-31 17:41:16,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,8,256,3,BarlowTwins,0.087719298245614,0.7894736842105263,0.1578947368421052,0.9963436928702012,0.8747993579454254,0.9316239316239318,0.8735177865612648,0.5447593342330185,0.935034214750359,0.2088300883418022,,
2025-07-31 17:51:41,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,8,512,3,BarlowTwins,0.0807453416149068,0.6190476190476191,0.1428571428571428,0.9927536231884058,0.8810289389067524,0.9335604770017034,0.8766798418972332,0.5382088099294231,0.856453835553514,0.3733501845751599,,
2025-07-31 17:53:59,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,16,128,3,BarlowTwins,0.25,0.85,0.3863636363636363,0.9974937343358397,0.9590361445783132,0.977886977886978,0.9573122529644268,0.6821253071253071,0.978995983935743,0.3497462785280645,,
2025-07-31 17:59:22,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,16,256,3,BarlowTwins,0.1293103448275862,0.75,0.2205882352941177,0.9956483899042646,0.918875502008032,0.9557226399331662,0.916205533596838,0.588155437613642,0.9533734939759037,0.5130825698856245,,
2025-07-31 18:09:41,GBT_w_cen,HF_FND_2024_03_SAMPLE_100K_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.0005,16,512,3,BarlowTwins,0.3720930232558139,0.5517241379310345,0.4444444444444444,0.9893617021276596,0.9781553398058253,0.983726606997559,0.9683794466403162,0.7140855257210017,0.92659859390693,0.4247722462046635,,
