timestamp,Model,Data,Seed,cen_feats,lr,input_dim,hidden_dim,gconv_nlayers,loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,ari_score,sil_score
2025-08-13 23:53:52,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,"['dc', 'cc', 'bc']",0.001,16,256,3,BootstrapLatent,0.1538461538461538,0.56,0.2413793103448276,0.9962341663813764,0.9742216270505524,0.985104942450914,0.9707835325365206,0.6132421263978708,0.8995045195848679,0.167780289519135,0.0001146745498349,-0.05182932
2025-08-14 00:12:11,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,64,2,BootstrapLatent,0.1621621621621621,0.6,0.2553191489361702,0.997277059223962,0.97927807486631,0.988195615514334,0.9767596281540504,0.621757382225252,0.8352941176470589,0.256180993019293,0.0001850703680172,-0.0399812087416648
2025-08-14 00:14:17,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,64,4,BootstrapLatent,0.1282051282051282,0.2777777777777778,0.175438596491228,0.9956273124789776,0.9886439545758184,0.9921233450645216,0.9843957503320052,0.5837809707778748,0.706774660431975,0.1507713724548199,0.0003212278806968,0.0048719113692641
2025-08-14 00:16:31,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,64,8,BootstrapLatent,0.0055401662049861,0.0952380952380952,0.0104712041884816,0.992832893247831,0.8799732530926112,0.9330024813895782,0.8745019920318725,0.4717368427890299,0.5323987836525449,0.007553561421626,6.205166020892666e-06,0.0712956041097641
2025-08-14 00:18:46,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,64,16,BootstrapLatent,0.0089979550102249,0.8461538461538461,0.0178065560501821,0.9929453262786596,0.1885465505693235,0.3169152828595553,0.1942231075697211,0.1673609194548687,0.6217283219125147,0.0135303512561277,0.0001439048754764,-0.0660352930426597
2025-08-14 00:20:59,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,128,2,BootstrapLatent,0.1391304347826087,0.5714285714285714,0.2237762237762238,0.9958577839143942,0.966823056300268,0.9811256589015472,0.9631474103585658,0.6024509413388855,0.9200138835695136,0.1904877982493868,0.000338246196696,0.001791387447156
2025-08-14 00:23:12,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,128,4,BootstrapLatent,0.0864197530864197,0.4827586206896552,0.1465968586387434,0.9947368421052633,0.9503855179349648,0.972055546031202,0.945883134130146,0.5593262023349727,0.8537574993931127,0.1277740901187631,3.127326868774231e-05,-0.0533512867987155
2025-08-14 00:25:38,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,128,8,BootstrapLatent,0.0024813895781637,0.05,0.0047281323877068,0.9927175162897662,0.8656417112299465,0.9248348509194788,0.8602257636122178,0.4647814916535928,0.460010026737968,0.0063123191556722,0.0001421561688222,0.0750863477587699
2025-08-14 00:28:08,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,128,16,BootstrapLatent,0.0110294117647058,0.15,0.0205479452054794,0.9937956204379562,0.9100935828877004,0.9501046755059316,0.905046480743692,0.4853263103557055,0.5181316844919786,0.0091077897353917,0.0002899489173928,0.0100289490073919
2025-08-14 00:30:43,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,256,2,BootstrapLatent,0.0828729281767955,0.7142857142857143,0.1485148514851485,0.9978806075591664,0.9445001671681712,0.9704568876674682,0.9428950863213812,0.5594858695763083,0.84714460842846,0.2256453198204429,2.8479451447838035e-05,-0.0417885705828666
2025-08-14 00:33:15,BGRL_L2L_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,4,256,4,BootstrapLatent,0.0093048713738368,0.7083333333333334,0.0183684494867639,0.9940928270042194,0.394243641231593,0.564581835609873,0.3967463479415671,0.2914751425483184,0.625334672021419,0.0530659251923971,9.512328625404132e-05,-0.0099103339016437
