timestamp,Model,Data,Seed,struct_feats,lr,input_dim,hidden_dim,proj_dim,gconv_nlayers,loss,final_loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,threshold,valid_f1_1,ari_score,sil_score
2026-05-17 11:46:35,loss_step3_dgi_bn_BootstrapLatent_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BootstrapLatent,0.0501418113708496,0.1486236487239496,0.8644023852735286,0.2536373837463626,0.996704359634392,0.8922632143058611,0.9415965079643832,0.8916699332512547,0.5976169458553728,0.9470876621777776,0.371960249627775,0.5,,0.0,0.0
2026-05-17 11:49:38,loss_step3_dgi_bn_BootstrapLatent_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BootstrapLatent,0.0566554069519043,0.1613534743202417,0.8700638602893263,0.2722231283640515,0.9968929097884248,0.902140836649454,0.9471530512539602,0.9014614055331344,0.6096880898090059,0.947385120808613,0.3675413982376885,0.5,,0.0,0.0
2026-05-17 11:52:45,loss_step3_dgi_bn_BootstrapLatent_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BootstrapLatent,0.0549136400222778,0.1660185161953985,0.858570131049695,0.2782356404003027,0.996619075239534,0.906246562514984,0.949286794771798,0.9052322403617352,0.6137612175860504,0.9508257861403494,0.3667663813006008,0.5,,0.0,0.0
2026-05-17 11:55:46,loss_step3_dgi_bn_BootstrapLatent_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,BootstrapLatent,0.0512746572494506,0.1536535608308605,0.852037536958478,0.2603554944515369,0.996393183712608,0.897008251639749,0.9440923525036632,0.8960425557757816,0.6022239234776,0.9449539135371824,0.3689626700419464,0.5,,0.0,0.0
2026-05-17 11:59:24,loss_step3_dgi_bn_BarlowTwins_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BarlowTwins,2.608142614364624,0.154315913094539,0.8516982110448535,0.2612897452723259,0.996421410227134,0.8984458735262594,0.9449006925049576,0.8974504077249664,0.6030952188886418,0.9425924400186452,0.3776197771457091,0.5,,0.0,0.0
2026-05-17 12:03:06,loss_step3_dgi_bn_BarlowTwins_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BarlowTwins,3.07669734954834,0.1631893256040578,0.8511664277336114,0.2738709271606491,0.9964559806103036,0.9055504948093666,0.9488308456976364,0.9043985711682964,0.6113508864291427,0.9396526894859834,0.3683031725701606,0.5,,0.0,0.0
2026-05-17 12:06:30,loss_step3_dgi_bn_BarlowTwins_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BarlowTwins,2.63474702835083,0.1638160589922163,0.8301544050862852,0.273635138891859,0.9959498511748216,0.9078880938211294,0.9498823303749936,0.9062342996902726,0.6117587346334263,0.928721091311972,0.3463788313316118,0.5,,0.0,0.0
2026-05-17 12:10:12,loss_step3_dgi_bn_BarlowTwins_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,BarlowTwins,3.1174426078796387,0.160495944720786,0.8420105412006684,0.269602798929821,0.9961766160719008,0.903347203610974,0.9474936308842196,0.902030067300844,0.6085482149070203,0.9408830182830962,0.3576467979781474,0.5,,0.0,0.0
2026-05-17 12:13:16,loss_step3_dgi_bn_InfoNCE_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,InfoNCE,6.7297892570495605,0.1457389596768794,0.8466424682395645,0.2486721114855217,0.9962733232317188,0.8920234670276979,0.941270660926425,0.8910571035792565,0.5949713862059733,0.9463025879250444,0.3608554563700552,0.5,,0.0,0.0
2026-05-17 12:16:22,loss_step3_dgi_bn_InfoNCE_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,InfoNCE,6.724730014801025,0.1652776357500767,0.8425648377427343,0.2763470046378422,0.9962616591053975,0.9079166678417624,0.9500397657436194,0.9065324330442176,0.6131933851907307,0.9406379482382132,0.3707842293462225,0.5,,0.0,0.0
