hidden_dim,1,2,4,8,16,32
32,0.22078,0.12871,0.06627,0.12308,0.00596,0.00714
64,0.15854,0.07303,0.08929,0.01951,0.01571,0.00826
128,0.05696,0.25882,0.32143,0.09574,0.00705,0.01110
256,0.19355,0.10345,0.11628,0.03299,0.03070,0.01061
512,0.20253,0.11111,0.14118,0.01281,0.02239,0.02065
