hidden_dim,1,2,4,8,16,32
32,0.6539,0.8125,0.6875,0.5333,0.5909,0.6818
64,0.6500,0.6500,0.2778,0.7895,0.5000,0.7200
128,0.5625,0.7097,0.6207,0.3913,0.7500,0.7000
256,0.6500,0.8000,0.5556,0.6667,0.2800,0.2000
512,0.7273,0.9000,0.5455,0.5500,0.3750,0.5385
