timestamp,Model,Data,Seed,cen_feats,lr,input_dim,hidden_dim,gconv_nlayers,loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,ari_score,sil_score
2025-08-25 17:00:36,MVGRL_node_w_org,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,,-1.0,-1.0,-1,-1,JSD,0.08,0.3076923076923077,0.126984126984127,0.9938186813186812,0.969189551239116,0.9813496100373008,0.9634794156706508,0.5541668685107138,0.6654709155546396,0.1222728592618264,-0.0008775231422017,-0.180732
2025-08-25 17:38:17,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,128,2,JSD,0.0769230769230769,0.75,0.1395348837209302,0.9985994397759104,0.951935914552737,0.9747095010252904,0.950863213811421,0.5571221923731104,0.836761515353805,0.276627320137756,0.0014795323805493,-0.1802779138088226
2025-08-25 17:43:14,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,128,4,JSD,0.0211864406779661,0.4545454545454545,0.0404858299595141,0.9978386167146974,0.923025658113962,0.9589752466678207,0.9213147410358564,0.4997305383136675,0.8636363636363638,0.0346398107203451,-0.0007418573795644,-0.0884921699762344
2025-08-25 17:48:15,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,128,8,JSD,0.0529411764705882,0.4736842105263157,0.0952380952380952,0.996481351161154,0.946207818242566,0.9706940874035987,0.9432270916334662,0.532966091320847,0.7322876184782036,0.1042329956161643,-0.0008355057734208,-0.0800463333725929
2025-08-25 17:53:19,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,128,16,JSD,0.0441767068273092,0.88,0.0841300191204589,0.9988066825775656,0.8406427854034147,0.9129249227413198,0.8409694555112881,0.4985274709308893,0.920234348844995,0.1978047895792954,-0.0004746626745115,-0.0446842871606349
2025-08-25 17:58:19,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,256,2,JSD,0.1027397260273972,0.6818181818181818,0.1785714285714285,0.9975575715282624,0.9561872909698996,0.9764344262295082,0.954183266932271,0.5775029274004684,0.7865916692003649,0.286112727497967,-0.0003419979838737,-0.1709081828594207
2025-08-25 18:03:18,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,256,4,JSD,0.0497237569060773,0.5,0.0904522613065326,0.9968209113387496,0.9425517702070808,0.9689270386266092,0.939907038512616,0.529689649966571,0.6437133526311883,0.1130637054340074,3.540688337339411e-05,-0.1096140146255493
2025-08-25 18:08:15,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,256,8,JSD,0.0420560747663551,0.4285714285714285,0.076595744680851,0.995711222301644,0.931461049816115,0.962515114873035,0.9279548472775564,0.519555429776943,0.5139864036554107,0.1049320910894004,-0.0002604871015357,-0.0499067232012748
2025-08-25 18:13:57,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,256,16,JSD,0.018465909090909,0.52,0.0356652949245541,0.9948006932409011,0.7686642115835286,0.867233238904627,0.7666002656042497,0.4514492669145906,0.728376297288249,0.0934719186916885,0.0001440192692405,0.0061707869172096
2025-08-25 18:19:08,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,512,2,JSD,0.088235294117647,0.4,0.144578313253012,0.9969429347826086,0.9793126459793128,0.9880491499747516,0.9764276228419656,0.5663137316138819,0.8162273384495606,0.0790864832294467,0.0006766964966536,-0.1694352924823761
2025-08-25 18:24:15,MVGRL_node_w_cen,HF_FND_2024_03_SP_H1_NODE_FEAT,2025,['dc'],0.01,,512,4,JSD,0.0568181818181818,0.3125,0.0961538461538461,0.9962380300957592,0.9722963951935916,0.9841216216216216,0.9687915006640108,0.5401377338877338,0.6367239652870494,0.0939001910591766,0.0005194015658171,-0.060085829347372
